"","Drug","log2MIC","Gene","log2FC"
"5733","Etha",3,"gene103",-0.627113859
"5734","Cipro",-3,"gene103",0.177689737
"5735","Cipro",-2,"gene103",0.740417019
"5736","Cipro",-1,"gene103",0.72581547
"5737","Cipro",0,"gene103",1.12128805
"5738","Cipro",1,"gene103",1.272834073
"5739","Cipro",2,"gene103",2.248944769
"5740","Cipro",3,"gene103",-0.590526791
"5741","Levo",-3,"gene103",-0.259416387
"5742","Levo",-2,"gene103",0.954330056
"5743","Levo",-1,"gene103",0.993109438
"5744","Levo",0,"gene103",0.641103913
"5745","Levo",1,"gene103",-0.686572817
"5746","Levo",2,"gene103",-1.271219249
"5747","Levo",3,"gene103",-3.052578962
"5748","PAS",-3,"gene103",0.615012839
"5749","PAS",-2,"gene103",0.951021207
"5750","PAS",-1,"gene103",0.625715955
"5751","PAS",0,"gene103",0.702937999
"5752","PAS",1,"gene103",0.959919735
"5753","PAS",2,"gene103",1.19997534
"5754","PAS",3,"gene103",0.128537542
"5755","Line",-3,"gene103",-0.818079384
"5756","Line",-2,"gene103",-1.940348394
"5757","Line",-1,"gene103",-2.022924662
"5758","Line",0,"gene103",-1.462954048
"5759","Line",1,"gene103",-1.934057914
"5760","Line",2,"gene103",-1.725074405
"5761","Line",3,"gene103",-1.607790884
"5762","Rif",-3,"gene103",-0.272829804
"5763","Rif",-2,"gene103",-0.016362808
"5764","Rif",-1,"gene103",-0.554342511
"5765","Rif",0,"gene103",-1.199461642
"5766","Rif",1,"gene103",-1.413863827
"5767","Rif",2,"gene103",-1.579437813
"5768","Rif",3,"gene103",-2.297149483
"5769","Ethi",-3,"gene104",-0.279117949
"5770","Ethi",-2,"gene104",-0.536205617
"5771","Ethi",-1,"gene104",0.391513469
"5772","Ethi",0,"gene104",0.02569019
"5773","Ethi",1,"gene104",-0.129518504
"5774","Ethi",2,"gene104",-1.026115042
"5775","Ethi",3,"gene104",-1.389544709
"5776","KasA",-3,"gene104",-0.288572501
"5777","KasA",-2,"gene104",0.082995459
"5778","KasA",-1,"gene104",-0.487497114
"5779","KasA",0,"gene104",-0.928389771
"5780","KasA",1,"gene104",-0.942300992
"5781","KasA",2,"gene104",-1.582022082
"5782","KasA",3,"gene104",-3.282251999
"5783","Etha",-3,"gene104",0.587363039
"5784","Etha",-2,"gene104",0.706268797
"5785","Etha",-1,"gene104",1.816259075
"5786","Etha",0,"gene104",1.343258361
"5787","Etha",1,"gene104",-0.061816008
"5788","Etha",2,"gene104",-0.9576828
"5789","Etha",3,"gene104",-0.828418386
"5790","Cipro",-3,"gene104",0.228294507
"5791","Cipro",-2,"gene104",0.697683229
"5792","Cipro",-1,"gene104",0.882651677
"5793","Cipro",0,"gene104",1.3443194
"5794","Cipro",1,"gene104",1.734545783
"5795","Cipro",2,"gene104",3.378981399
"5796","Cipro",3,"gene104",-0.678988408
"5797","Levo",-3,"gene104",0.091584594
"5798","Levo",-2,"gene104",1.025775127
"5799","Levo",-1,"gene104",1.141858647
"5800","Levo",0,"gene104",1.181572853
"5801","Levo",1,"gene104",-0.961435373
"5802","Levo",2,"gene104",-1.320985494
"5803","Levo",3,"gene104",-3.954687584
"5804","PAS",-3,"gene104",0.414242845
"5805","PAS",-2,"gene104",0.718314294
"5806","PAS",-1,"gene104",0.39605578
"5807","PAS",0,"gene104",0.68738684
"5808","PAS",1,"gene104",1.290889564
"5809","PAS",2,"gene104",1.877127456
"5810","PAS",3,"gene104",0.575004738
"5811","Line",-3,"gene104",-0.855668681
"5812","Line",-2,"gene104",-2.03064691
"5813","Line",-1,"gene104",-1.717690842
"5814","Line",0,"gene104",-1.189649145
"5815","Line",1,"gene104",-2.007787742
"5816","Line",2,"gene104",-2.13585115
"5817","Line",3,"gene104",-1.73364995
"5818","Rif",-3,"gene104",0.200683576
"5819","Rif",-2,"gene104",0.636747914
"5820","Rif",-1,"gene104",0.070985189
"5821","Rif",0,"gene104",-0.166143444
"5822","Rif",1,"gene104",-0.912948999
"5823","Rif",2,"gene104",-1.613455288
"5824","Rif",3,"gene104",-2.931709927
"5825","Ethi",-3,"gene105",-0.376098025
"5826","Ethi",-2,"gene105",-0.74666057
"5827","Ethi",-1,"gene105",0.348042511
"5828","Ethi",0,"gene105",-0.070103874
"5829","Ethi",1,"gene105",-0.10350022
"5830","Ethi",2,"gene105",-0.762130548
"5831","Ethi",3,"gene105",-1.599174621
"5832","KasA",-3,"gene105",-0.444185635
"5833","KasA",-2,"gene105",0.034962746
"5834","KasA",-1,"gene105",-0.473295452
"5835","KasA",0,"gene105",-1.02588518
"5836","KasA",1,"gene105",-0.854457828
"5837","KasA",2,"gene105",-1.235151596
"5838","KasA",3,"gene105",-3.397226403
"5839","Etha",-3,"gene105",0.509136541
"5840","Etha",-2,"gene105",0.807744635
"5841","Etha",-1,"gene105",1.890488189
"5842","Etha",0,"gene105",1.536356019
"5843","Etha",1,"gene105",-0.346463406
"5844","Etha",2,"gene105",-0.959054896
"5845","Etha",3,"gene105",-0.839503418
"5846","Cipro",-3,"gene105",0.352152267
"5847","Cipro",-2,"gene105",0.797481864
"5848","Cipro",-1,"gene105",0.888530462
"5849","Cipro",0,"gene105",1.592697053
"5850","Cipro",1,"gene105",1.900247427
"5851","Cipro",2,"gene105",3.562869178
"5852","Cipro",3,"gene105",-0.798580054
"5853","Levo",-3,"gene105",0.230544075
"5854","Levo",-2,"gene105",1.097639459
"5855","Levo",-1,"gene105",1.210708271
"5856","Levo",0,"gene105",1.350589646
"5857","Levo",1,"gene105",-1.18808087
"5858","Levo",2,"gene105",-1.304696187
"5859","Levo",3,"gene105",-4.144170246
"5860","PAS",-3,"gene105",0.336371901
"5861","PAS",-2,"gene105",0.636899476
"5862","PAS",-1,"gene105",0.250835507
"5863","PAS",0,"gene105",0.56517939
"5864","PAS",1,"gene105",1.207728195
"5865","PAS",2,"gene105",1.875859747
"5866","PAS",3,"gene105",0.757786063
"5867","Line",-3,"gene105",-0.935686554
"5868","Line",-2,"gene105",-2.020775777
"5869","Line",-1,"gene105",-1.87500919
"5870","Line",0,"gene105",-1.360673713
"5871","Line",1,"gene105",-2.18245257
"5872","Line",2,"gene105",-2.268422568
"5873","Line",3,"gene105",-1.687498131
"5874","Rif",-3,"gene105",0.286654277
"5875","Rif",-2,"gene105",0.674245286
"5876","Rif",-1,"gene105",0.167584584
"5877","Rif",0,"gene105",-0.324956328
"5878","Rif",1,"gene105",-1.148167874
"5879","Rif",2,"gene105",-2.035643219
"5880","Rif",3,"gene105",-3.288527203
"5881","Ethi",-3,"gene106",-0.399969218
"5882","Ethi",-2,"gene106",-0.612379497
"5883","Ethi",-1,"gene106",0.441916928
"5884","Ethi",0,"gene106",-0.08397873
"5885","Ethi",1,"gene106",-0.386069368
"5886","Ethi",2,"gene106",-2.070487699
"5887","Ethi",3,"gene106",-2.05214669
"5888","KasA",-3,"gene106",-0.185093578
"5889","KasA",-2,"gene106",0.353738861
"5890","KasA",-1,"gene106",0.097911364
"5891","KasA",0,"gene106",-0.706344189
"5892","KasA",1,"gene106",-0.535947101
"5893","KasA",2,"gene106",-1.423613982
"5894","KasA",3,"gene106",-3.003346162
"5895","Etha",-3,"gene106",0.294948333
"5896","Etha",-2,"gene106",-0.031793716
"5897","Etha",-1,"gene106",0.102303255
"5898","Etha",0,"gene106",-0.598162618
"5899","Etha",1,"gene106",-1.0537741
"5900","Etha",2,"gene106",-1.357400398
"5901","Etha",3,"gene106",-1.304180897
"5902","Cipro",-3,"gene106",0.172057892
"5903","Cipro",-2,"gene106",0.765520562
"5904","Cipro",-1,"gene106",0.739976605
"5905","Cipro",0,"gene106",1.124740287
"5906","Cipro",1,"gene106",0.969313358
"5907","Cipro",2,"gene106",0.528491496
"5908","Cipro",3,"gene106",-2.718516863
"5909","Levo",-3,"gene106",-0.582197127
"5910","Levo",-2,"gene106",0.599528502
"5911","Levo",-1,"gene106",0.691640426
"5912","Levo",0,"gene106",-0.826511725
"5913","Levo",1,"gene106",-4.193816032
"5914","Levo",2,"gene106",-2.729235866
"5915","Levo",3,"gene106",-4.393425058
"5916","PAS",-3,"gene106",0.900050413
"5917","PAS",-2,"gene106",1.488286481
"5918","PAS",-1,"gene106",1.170461379
"5919","PAS",0,"gene106",1.216898408
"5920","PAS",1,"gene106",1.409140979
"5921","PAS",2,"gene106",1.549030754
"5922","PAS",3,"gene106",0.364928651
"5923","Line",-3,"gene106",-0.895900829
"5924","Line",-2,"gene106",-1.956731073
"5925","Line",-1,"gene106",-2.118202774
"5926","Line",0,"gene106",-1.843481881
"5927","Line",1,"gene106",-2.807549434
"5928","Line",2,"gene106",-2.198840646
"5929","Line",3,"gene106",-1.787015811
"5930","Rif",-3,"gene106",-0.851856358
"5931","Rif",-2,"gene106",-0.873666363
"5932","Rif",-1,"gene106",-1.383604991
"5933","Rif",0,"gene106",-2.130231526
"5934","Rif",1,"gene106",-2.438892442
"5935","Rif",2,"gene106",-2.553128854
"5936","Rif",3,"gene106",-3.143214246
"5937","Ethi",-3,"gene107",-0.347931838
"5938","Ethi",-2,"gene107",-0.617298633
"5939","Ethi",-1,"gene107",0.428261109
"5940","Ethi",0,"gene107",-0.009135482
"5941","Ethi",1,"gene107",-0.436761968
"5942","Ethi",2,"gene107",-2.389189828
"5943","Ethi",3,"gene107",-2.422850881
"5944","KasA",-3,"gene107",-0.004689935
"5945","KasA",-2,"gene107",0.271450659
"5946","KasA",-1,"gene107",-0.129875933
"5947","KasA",0,"gene107",-0.788686911
"5948","KasA",1,"gene107",-1.185211994
"5949","KasA",2,"gene107",-1.880045975
"5950","KasA",3,"gene107",-3.696822462
"5951","Etha",-3,"gene107",0.551203037
"5952","Etha",-2,"gene107",0.363746982
"5953","Etha",-1,"gene107",0.948651078
"5954","Etha",0,"gene107",0.199701485
"5955","Etha",1,"gene107",-0.654236251
"5956","Etha",2,"gene107",-1.404032222
"5957","Etha",3,"gene107",-1.24702597
"5958","Cipro",-3,"gene107",-0.017776833
"5959","Cipro",-2,"gene107",0.382464337
"5960","Cipro",-1,"gene107",0.655595402
"5961","Cipro",0,"gene107",1.03005524
"5962","Cipro",1,"gene107",1.220336781
"5963","Cipro",2,"gene107",1.286417022
"5964","Cipro",3,"gene107",-2.285257144
"5965","Levo",-3,"gene107",-0.484888076
"5966","Levo",-2,"gene107",0.732091371
"5967","Levo",-1,"gene107",0.763860067
"5968","Levo",0,"gene107",-0.487518436
"5969","Levo",1,"gene107",-3.335751165
"5970","Levo",2,"gene107",-2.815871011
"5971","Levo",3,"gene107",-5.045120936
"5972","PAS",-3,"gene107",0.213909895
"5973","PAS",-2,"gene107",0.599962688
"5974","PAS",-1,"gene107",0.349955695
"5975","PAS",0,"gene107",0.8191412
"5976","PAS",1,"gene107",1.107329584
"5977","PAS",2,"gene107",1.097822663
"5978","PAS",3,"gene107",-0.338353233
"5979","Line",-3,"gene107",-0.929544815
"5980","Line",-2,"gene107",-2.253290765
"5981","Line",-1,"gene107",-2.1327328
"5982","Line",0,"gene107",-1.981566537
"5983","Line",1,"gene107",-2.866842882
"5984","Line",2,"gene107",-2.657004069
"5985","Line",3,"gene107",-1.868409231
"5986","Rif",-3,"gene107",-0.144010303
"5987","Rif",-2,"gene107",-0.045193733
"5988","Rif",-1,"gene107",-0.61367593
"5989","Rif",0,"gene107",-1.581499343
"5990","Rif",1,"gene107",-1.930788863
"5991","Rif",2,"gene107",-2.157401397
"5992","Rif",3,"gene107",-3.057883752
"5993","Ethi",-3,"gene108",-0.328385525
"5994","Ethi",-2,"gene108",-0.715012506
"5995","Ethi",-1,"gene108",0.468646853
"5996","Ethi",0,"gene108",-0.053267051
"5997","Ethi",1,"gene108",-0.539329124
"5998","Ethi",2,"gene108",-2.644124673
"5999","Ethi",3,"gene108",-2.303389859
"6000","KasA",-3,"gene108",-0.130013398
"6001","KasA",-2,"gene108",0.277701694
"6002","KasA",-1,"gene108",-0.137119535
"6003","KasA",0,"gene108",-0.971412703
"6004","KasA",1,"gene108",-1.272271622
"6005","KasA",2,"gene108",-2.040033994
"6006","KasA",3,"gene108",-3.816328282
"6007","Etha",-3,"gene108",0.250492334
"6008","Etha",-2,"gene108",-0.168267529
"6009","Etha",-1,"gene108",-0.360851053
"6010","Etha",0,"gene108",-1.367068938
"6011","Etha",1,"gene108",-1.787854629
"6012","Etha",2,"gene108",-2.356072644
"6013","Etha",3,"gene108",-2.122884016
"6014","Cipro",-3,"gene108",0.361815196
"6015","Cipro",-2,"gene108",0.946910131
"6016","Cipro",-1,"gene108",0.758366207
"6017","Cipro",0,"gene108",1.260257103
"6018","Cipro",1,"gene108",1.056756982
"6019","Cipro",2,"gene108",-0.137913588
"6020","Cipro",3,"gene108",-3.117242096
"6021","Levo",-3,"gene108",-0.50759491
"6022","Levo",-2,"gene108",0.551542793
"6023","Levo",-1,"gene108",0.587550025
"6024","Levo",0,"gene108",-0.944351482
"6025","Levo",1,"gene108",-3.841193846
"6026","Levo",2,"gene108",-3.035949183
"6027","Levo",3,"gene108",-5.68872469
"6028","PAS",-3,"gene108",0.626082732
"6029","PAS",-2,"gene108",1.18853806
"6030","PAS",-1,"gene108",0.90436394
"6031","PAS",0,"gene108",0.849240945
"6032","PAS",1,"gene108",1.083942816
"6033","PAS",2,"gene108",0.84575679
"6034","PAS",3,"gene108",-0.864542103
"6035","Line",-3,"gene108",-0.96749736
"6036","Line",-2,"gene108",-1.965334723
"6037","Line",-1,"gene108",-1.756016865
"6038","Line",0,"gene108",-1.825691415
"6039","Line",1,"gene108",-2.845541932
"6040","Line",2,"gene108",-2.678669693
"6041","Line",3,"gene108",-1.940004373
"6042","Rif",-3,"gene108",-0.591259141
"6043","Rif",-2,"gene108",-0.604760331
"6044","Rif",-1,"gene108",-1.14044941
"6045","Rif",0,"gene108",-2.815261122
"6046","Rif",1,"gene108",-3.01961962
"6047","Rif",2,"gene108",-3.376904352
"6048","Rif",3,"gene108",-4.451154143
"6049","Ethi",-3,"gene109",-0.146144396
"6050","Ethi",-2,"gene109",-0.584233919
"6051","Ethi",-1,"gene109",0.623062172
"6052","Ethi",0,"gene109",0.107063924
"6053","Ethi",1,"gene109",-0.314270391
"6054","Ethi",2,"gene109",-1.856004273
"6055","Ethi",3,"gene109",-1.164113108
"6056","KasA",-3,"gene109",-0.240977943
"6057","KasA",-2,"gene109",0.160272605
"6058","KasA",-1,"gene109",-0.19354577
"6059","KasA",0,"gene109",-1.198105252
"6060","KasA",1,"gene109",-1.385703185
"6061","KasA",2,"gene109",-1.991400692
"6062","KasA",3,"gene109",-3.137614105
"6063","Etha",-3,"gene109",0.14126325
"6064","Etha",-2,"gene109",0.035818373
"6065","Etha",-1,"gene109",0.137526906
"6066","Etha",0,"gene109",-0.646575539
"6067","Etha",1,"gene109",-0.826906215
"6068","Etha",2,"gene109",-1.378316156
"6069","Etha",3,"gene109",-1.310782591
"6070","Cipro",-3,"gene109",0.215270677
"6071","Cipro",-2,"gene109",0.749896886
"6072","Cipro",-1,"gene109",0.731724993
"6073","Cipro",0,"gene109",1.139379815
"6074","Cipro",1,"gene109",1.062855723
"6075","Cipro",2,"gene109",0.376412782
"6076","Cipro",3,"gene109",-2.022181
"6077","Levo",-3,"gene109",-0.67329902
"6078","Levo",-2,"gene109",0.476415059
"6079","Levo",-1,"gene109",0.548716341
"6080","Levo",0,"gene109",-0.753486125
"6081","Levo",1,"gene109",-2.297496684
"6082","Levo",2,"gene109",-2.199227088
"6083","Levo",3,"gene109",-3.530048971
"6084","PAS",-3,"gene109",0.566117352
"6085","PAS",-2,"gene109",1.21529279
"6086","PAS",-1,"gene109",0.879040634
"6087","PAS",0,"gene109",0.782236844
"6088","PAS",1,"gene109",0.993922148
"6089","PAS",2,"gene109",0.833153689
"6090","PAS",3,"gene109",-0.235194487
"6091","Line",-3,"gene109",-1.052790711
"6092","Line",-2,"gene109",-1.890122382
"6093","Line",-1,"gene109",-1.739956616
"6094","Line",0,"gene109",-1.755104978
"6095","Line",1,"gene109",-2.431167766
"6096","Line",2,"gene109",-2.214785445
"6097","Line",3,"gene109",-1.888483887
"6098","Rif",-3,"gene109",-0.495728873
"6099","Rif",-2,"gene109",-0.441559384
"6100","Rif",-1,"gene109",-1.073273903
"6101","Rif",0,"gene109",-2.028443016
"6102","Rif",1,"gene109",-2.365085791
"6103","Rif",2,"gene109",-2.4788087
"6104","Rif",3,"gene109",-3.215774294
"6105","Ethi",-3,"gene110",-0.226834874
"6106","Ethi",-2,"gene110",-0.284239783
"6107","Ethi",-1,"gene110",0.387880497
"6108","Ethi",0,"gene110",0.089285852
"6109","Ethi",1,"gene110",-0.439465489
"6110","Ethi",2,"gene110",-2.072612707
"6111","Ethi",3,"gene110",-0.841070849
"6112","KasA",-3,"gene110",-0.374614329
"6113","KasA",-2,"gene110",-0.137772074
"6114","KasA",-1,"gene110",-0.744264034
"6115","KasA",0,"gene110",-1.451353773
"6116","KasA",1,"gene110",-2.477037485
"6117","KasA",2,"gene110",-2.380661424
"6118","KasA",3,"gene110",-2.860041157
"6119","Etha",-3,"gene110",0.533578342
"6120","Etha",-2,"gene110",0.217469249
"6121","Etha",-1,"gene110",0.521309504
"6122","Etha",0,"gene110",0.024547608
"6123","Etha",1,"gene110",-0.02890358
"6124","Etha",2,"gene110",-0.580788683
"6125","Etha",3,"gene110",-0.382923292
"6126","Cipro",-3,"gene110",0.187174207
"6127","Cipro",-2,"gene110",0.614526958
"6128","Cipro",-1,"gene110",0.949563932
"6129","Cipro",0,"gene110",1.11771569
"6130","Cipro",1,"gene110",1.106364571
"6131","Cipro",2,"gene110",0.861082318
"6132","Cipro",3,"gene110",-1.562732553
"6133","Levo",-3,"gene110",-0.566551535
"6134","Levo",-2,"gene110",0.631574962
"6135","Levo",-1,"gene110",0.708016351
"6136","Levo",0,"gene110",-0.361697399
"6137","Levo",1,"gene110",-1.765432249
"6138","Levo",2,"gene110",-1.872007264
"6139","Levo",3,"gene110",-2.987556636
"6140","PAS",-3,"gene110",0.56482374
"6141","PAS",-2,"gene110",1.117697603
"6142","PAS",-1,"gene110",0.794520962
"6143","PAS",0,"gene110",0.836812327
"6144","PAS",1,"gene110",0.977465086
"6145","PAS",2,"gene110",1.064239023
"6146","PAS",3,"gene110",0.079960135
"6147","Line",-3,"gene110",-0.83759971
"6148","Line",-2,"gene110",-1.721873637
"6149","Line",-1,"gene110",-1.493269231
"6150","Line",0,"gene110",-0.910285057
"6151","Line",1,"gene110",-1.473755641
"6152","Line",2,"gene110",-1.572116322
"6153","Line",3,"gene110",-1.519736294
"6154","Rif",-3,"gene110",-0.516990689
"6155","Rif",-2,"gene110",-0.285595726
"6156","Rif",-1,"gene110",-0.79396197
"6157","Rif",0,"gene110",-1.006970708
"6158","Rif",1,"gene110",-1.504740662
"6159","Rif",2,"gene110",-1.625046648
"6160","Rif",3,"gene110",-2.505281402
"6161","Ethi",-3,"gene111",-0.262191059
"6162","Ethi",-2,"gene111",-0.569469641
"6163","Ethi",-1,"gene111",0.432797598
"6164","Ethi",0,"gene111",0.057223613
"6165","Ethi",1,"gene111",-0.365629194
"6166","Ethi",2,"gene111",-1.995818229
"6167","Ethi",3,"gene111",-1.902725723
"6168","KasA",-3,"gene111",-0.264009673
"6169","KasA",-2,"gene111",0.025373544
"6170","KasA",-1,"gene111",-0.358850739
"6171","KasA",0,"gene111",-1.038010239
"6172","KasA",1,"gene111",-1.141358966
"6173","KasA",2,"gene111",-1.719519497
"6174","KasA",3,"gene111",-3.077968497
"6175","Etha",-3,"gene111",0.398499982
"6176","Etha",-2,"gene111",-0.070574362
"6177","Etha",-1,"gene111",-0.002508932
"6178","Etha",0,"gene111",-1.022132824
"6179","Etha",1,"gene111",-1.240530702
"6180","Etha",2,"gene111",-1.711175033
"6181","Etha",3,"gene111",-1.55893745
"6182","Cipro",-3,"gene111",0.277518312
"6183","Cipro",-2,"gene111",0.866094651
"6184","Cipro",-1,"gene111",0.897293408
"6185","Cipro",0,"gene111",1.367927568
"6186","Cipro",1,"gene111",1.387457957
"6187","Cipro",2,"gene111",1.882755612
"6188","Cipro",3,"gene111",-2.394919953
"6189","Levo",-3,"gene111",-0.386165459
"6190","Levo",-2,"gene111",0.767800003
"6191","Levo",-1,"gene111",0.864691316
"6192","Levo",0,"gene111",-0.024873591
"6193","Levo",1,"gene111",-3.265306437
"6194","Levo",2,"gene111",-2.445848895
"6195","Levo",3,"gene111",-4.728317058
"6196","PAS",-3,"gene111",0.614884081
"6197","PAS",-2,"gene111",1.037195468
"6198","PAS",-1,"gene111",0.616983369
"6199","PAS",0,"gene111",0.708801265
"6200","PAS",1,"gene111",0.980754231
"6201","PAS",2,"gene111",1.042251437
"6202","PAS",3,"gene111",-0.54607974
"6203","Line",-3,"gene111",-0.894222677
"6204","Line",-2,"gene111",-1.852206042
"6205","Line",-1,"gene111",-1.930600451
"6206","Line",0,"gene111",-1.817103526
"6207","Line",1,"gene111",-2.673143287
"6208","Line",2,"gene111",-2.257657493
"6209","Line",3,"gene111",-1.692768214
"6210","Rif",-3,"gene111",-0.460330178
"6211","Rif",-2,"gene111",-0.468365692
"6212","Rif",-1,"gene111",-0.942542393
"6213","Rif",0,"gene111",-2.483166579
"6214","Rif",1,"gene111",-2.669253737
"6215","Rif",2,"gene111",-3.031337332
"6216","Rif",3,"gene111",-3.987094494
"6217","Ethi",-3,"gene112",-0.299710056
"6218","Ethi",-2,"gene112",-0.537280005
"6219","Ethi",-1,"gene112",0.308234615
"6220","Ethi",0,"gene112",0.00841224
"6221","Ethi",1,"gene112",-0.105667694
"6222","Ethi",2,"gene112",-1.198832964
"6223","Ethi",3,"gene112",-1.439692094
"6224","KasA",-3,"gene112",-0.195582193
"6225","KasA",-2,"gene112",0.137171544
"6226","KasA",-1,"gene112",-0.334704199
"6227","KasA",0,"gene112",-0.982023821
"6228","KasA",1,"gene112",-1.422189762
"6229","KasA",2,"gene112",-2.148572017
"6230","KasA",3,"gene112",-3.728749455
"6231","Etha",-3,"gene112",0.499192454
"6232","Etha",-2,"gene112",0.593861715
"6233","Etha",-1,"gene112",1.496420611
"6234","Etha",0,"gene112",0.623402917
"6235","Etha",1,"gene112",-0.306050692
"6236","Etha",2,"gene112",-1.159116197
"6237","Etha",3,"gene112",-1.047607882
"6238","Cipro",-3,"gene112",0.166228441
"6239","Cipro",-2,"gene112",0.707513119
"6240","Cipro",-1,"gene112",0.787284547
"6241","Cipro",0,"gene112",1.279865884
"6242","Cipro",1,"gene112",1.533522152
"6243","Cipro",2,"gene112",1.967204303
"6244","Cipro",3,"gene112",-1.796614628
